Uid,Sid,Tag,Key,Time,Value,UpdateTime
6762854051,default,daily_report,valid_stand,1736467200,"{""count"":18}",1738767373
6762854051,default,daily_report,valid_stand,1736553600,"{""count"":15}",1738767323
6762854051,default,daily_report,valid_stand,1736640000,"{""count"":16}",1738767242
6762854051,default,daily_report,valid_stand,1736726400,"{""count"":9}",1738767172
6762854051,default,daily_report,valid_stand,1736812800,"{""count"":16}",1738767034
6762854051,default,daily_report,valid_stand,1736899200,"{""count"":15}",1738766934
6762854051,default,daily_report,valid_stand,1736985600,"{""count"":16}",1738766619
6762854051,default,daily_report,valid_stand,1737072000,"{""count"":15}",1738766490
6762854051,default,daily_report,valid_stand,1737158400,"{""count"":15}",1738766217
6762854051,default,daily_report,valid_stand,1737244800,"{""count"":13}",1738766035
6762854051,default,daily_report,valid_stand,1739145600,"{""count"":1}",1739162557
6762854051,default,daily_report,valid_stand,1739232000,"{""count"":9}",1739324212
6762854051,default,daily_report,valid_stand,1739404800,"{""count"":9}",1739491621
6762854051,default,daily_report,steps,1729555200,"{""calories"":431,""distance"":1183,""steps"":5090}",1730513465
6762854051,default,daily_report,steps,1729641600,"{""calories"":417,""distance"":2937,""steps"":7056}",1730513463
6762854051,default,daily_report,steps,1729728000,"{""calories"":293,""distance"":5524,""steps"":9132}",1730513463
6762854051,default,daily_report,steps,1729814400,"{""calories"":120,""distance"":1424,""steps"":2355}",1730513463
6762854051,default,daily_report,steps,1729900800,"{""calories"":352,""distance"":1399,""steps"":4977}",1730513463
6762854051,default,daily_report,steps,1729987200,"{""calories"":139,""distance"":1396,""steps"":2308}",1730513462
6762854051,default,daily_report,steps,1730073600,"{""calories"":484,""distance"":5183,""steps"":9645}",1730513462
6762854051,default,daily_report,steps,1730160000,"{""calories"":533,""distance"":2378,""steps"":5932}",1730513462
6762854051,default,daily_report,steps,1730246400,"{""calories"":292,""distance"":1686,""steps"":3825}",1730513461
6762854051,default,daily_report,steps,1730332800,"{""calories"":246,""distance"":5024,""steps"":8307}",1730513461
6762854051,default,daily_report,steps,1730419200,"{""calories"":387,""distance"":3031,""steps"":6707}",1730547782
6762854051,default,daily_report,steps,1730505600,"{""calories"":432,""distance"":2417,""steps"":6513}",1730807022
6762854051,default,daily_report,steps,1730592000,"{""calories"":136,""distance"":1816,""steps"":3004}",1730807014
6762854051,default,daily_report,steps,1730678400,"{""calories"":369,""distance"":3707,""steps"":7501}",1730807014
6762854051,default,daily_report,steps,1730764800,"{""calories"":491,""distance"":2648,""steps"":6055}",1731409790
6762854051,default,daily_report,steps,1730851200,"{""calories"":353,""distance"":3480,""steps"":6594}",1731409790
6762854051,default,daily_report,steps,1730937600,"{""calories"":268,""distance"":5598,""steps"":9250}",1738775491
6762854051,default,daily_report,steps,1731024000,"{""calories"":508,""distance"":2477,""steps"":8358}",1738775385
6762854051,default,daily_report,steps,1731110400,"{""calories"":475,""distance"":2313,""steps"":6404}",1738775294
6762854051,default,daily_report,steps,1731196800,"{""calories"":92,""distance"":910,""steps"":1506}",1738775204
6762854051,default,daily_report,steps,1731283200,"{""calories"":442,""distance"":4349,""steps"":8480}",1738775114
6762854051,default,daily_report,steps,1731369600,"{""calories"":471,""distance"":2496,""steps"":5712}",1738775003
6762854051,default,daily_report,steps,1731456000,"{""calories"":337,""distance"":3178,""steps"":5893}",1738774933
6762854051,default,daily_report,steps,1731542400,"{""calories"":287,""distance"":6003,""steps"":9925}",1738774845
6762854051,default,daily_report,steps,1731628800,"{""calories"":322,""distance"":2766,""steps"":5643}",1738774763
6762854051,default,daily_report,steps,1731715200,"{""calories"":138,""distance"":1450,""steps"":2396}",1738774660
6762854051,default,daily_report,steps,1731801600,"{""calories"":73,""distance"":861,""steps"":1425}",1738774532
6762854051,default,daily_report,steps,1731888000,"{""calories"":76,""distance"":914,""steps"":1512}",1738774348
6762854051,default,daily_report,steps,1731974400,"{""calories"":462,""distance"":2194,""steps"":5324}",1738774240
6762854051,default,daily_report,steps,1732060800,"{""calories"":401,""distance"":2649,""steps"":6591}",1738774119
6762854051,default,daily_report,steps,1732147200,"{""calories"":307,""distance"":5986,""steps"":9896}",1738774013
6762854051,default,daily_report,steps,1732233600,"{""calories"":373,""distance"":3261,""steps"":6469}",1738773836
6762854051,default,daily_report,steps,1732320000,"{""calories"":69,""distance"":728,""steps"":1203}",1738773701
6762854051,default,daily_report,steps,1732406400,"{""calories"":76,""distance"":831,""steps"":1373}",1738773602
6762854051,default,daily_report,steps,1732492800,"{""calories"":232,""distance"":4580,""steps"":7701}",1738773507
6762854051,default,daily_report,steps,1733097600,"{""calories"":110,""distance"":2124,""steps"":3512}",1738772705
6762854051,default,daily_report,steps,1733184000,"{""calories"":62,""distance"":853,""steps"":1411}",1738772705
6762854051,default,daily_report,steps,1733270400,"{""calories"":25,""distance"":439,""steps"":726}",1738772572
6762854051,default,daily_report,steps,1733356800,"{""calories"":43,""distance"":694,""steps"":1149}",1738772422
6762854051,default,daily_report,steps,1733443200,"{""calories"":426,""distance"":2619,""steps"":6300}",1738772278
6762854051,default,daily_report,steps,1733529600,"{""calories"":364,""distance"":1774,""steps"":5491}",1738772239
6762854051,default,daily_report,steps,1733616000,"{""calories"":103,""distance"":1246,""steps"":2061}",1738772098
6762854051,default,daily_report,steps,1733702400,"{""calories"":419,""distance"":3608,""steps"":7264}",1738772008
6762854051,default,daily_report,steps,1733788800,"{""calories"":421,""distance"":2867,""steps"":6290}",1738771849
6762854051,default,daily_report,steps,1733875200,"{""calories"":119,""distance"":1875,""steps"":3101}",1738771708
6762854051,default,daily_report,steps,1733961600,"{""calories"":208,""distance"":4663,""steps"":7710}",1738771627
6762854051,default,daily_report,steps,1734048000,"{""calories"":314,""distance"":3343,""steps"":6252}",1738771414
6762854051,default,daily_report,steps,1734134400,"{""calories"":638,""distance"":5097,""steps"":10764}",1738771339
6762854051,default,daily_report,steps,1734220800,"{""calories"":52,""distance"":662,""steps"":1092}",1738771249
6762854051,default,daily_report,steps,1734307200,"{""calories"":394,""distance"":3536,""steps"":7036}",1738771169
6762854051,default,daily_report,steps,1734393600,"{""calories"":360,""distance"":1901,""steps"":4872}",1738771059
6762854051,default,daily_report,steps,1734480000,"{""calories"":242,""distance"":2003,""steps"":4269}",1738770989
6762854051,default,daily_report,steps,1734566400,"{""calories"":275,""distance"":6461,""steps"":10682}",1738770889
6762854051,default,daily_report,steps,1734652800,"{""calories"":217,""distance"":4026,""steps"":6657}",1738770819
6762854051,default,daily_report,steps,1734739200,"{""calories"":437,""distance"":12277,""steps"":20297}",1738770738
6762854051,default,daily_report,steps,1734825600,"{""calories"":160,""distance"":2820,""steps"":4664}",1738770649
6762854051,default,daily_report,steps,1734912000,"{""calories"":311,""distance"":1911,""steps"":4444}",1738770546
6762854051,default,daily_report,steps,1734998400,"{""calories"":365,""distance"":1213,""steps"":3615}",1738770429
6762854051,default,daily_report,steps,1735084800,"{""calories"":107,""distance"":1232,""steps"":2035}",1738770187
6762854051,default,daily_report,steps,1735171200,"{""calories"":547,""distance"":2166,""steps"":7388}",1738770106
6762854051,default,daily_report,steps,1735257600,"{""calories"":141,""distance"":1495,""steps"":2711}",1738769834
6762854051,default,daily_report,steps,1735344000,"{""calories"":255,""distance"":866,""steps"":3234}",1738769732
6762854051,default,daily_report,steps,1735430400,"{""calories"":49,""distance"":709,""steps"":1171}",1738769635
6762854051,default,daily_report,steps,1735516800,"{""calories"":282,""distance"":2186,""steps"":4243}",1738769495
6762854051,default,daily_report,steps,1735603200,"{""calories"":513,""distance"":2331,""steps"":5874}",1738769337
6762854051,default,daily_report,steps,1735689600,"{""calories"":177,""distance"":1603,""steps"":2649}",1738769152
6762854051,default,daily_report,steps,1735776000,"{""calories"":578,""distance"":2529,""steps"":6535}",1738768952
6762854051,default,daily_report,steps,1735862400,"{""calories"":296,""distance"":1964,""steps"":3244}",1738768659
6762854051,default,daily_report,steps,1735948800,"{""calories"":511,""distance"":2530,""steps"":7184}",1738768452
6762854051,default,daily_report,steps,1736035200,"{""calories"":297,""distance"":5373,""steps"":8881}",1738768384
6762854051,default,daily_report,steps,1736121600,"{""calories"":517,""distance"":2483,""steps"":6786}",1738768292
6762854051,default,daily_report,steps,1736208000,"{""calories"":533,""distance"":2869,""steps"":6934}",1738767888
6762854051,default,daily_report,steps,1736294400,"{""calories"":754,""distance"":4231,""steps"":12015}",1738767774
6762854051,default,daily_report,steps,1736380800,"{""calories"":385,""distance"":5736,""steps"":9478}",1738767634
6762854051,default,daily_report,steps,1736467200,"{""calories"":690,""distance"":6056,""steps"":12384}",1738767373
6762854051,default,daily_report,steps,1736553600,"{""calories"":297,""distance"":2164,""steps"":4178}",1738767332
6762854051,default,daily_report,steps,1736640000,"{""calories"":276,""distance"":4339,""steps"":7175}",1738767253
6762854051,default,daily_report,steps,1736726400,"{""calories"":606,""distance"":5213,""steps"":10212}",1738767172
6762854051,default,daily_report,steps,1736812800,"{""calories"":689,""distance"":3217,""steps"":7476}",1738767097
6762854051,default,daily_report,steps,1736899200,"{""calories"":616,""distance"":4076,""steps"":10305}",1738766966
6762854051,default,daily_report,steps,1736985600,"{""calories"":301,""distance"":6143,""steps"":10157}",1738766629
6762854051,default,daily_report,steps,1737072000,"{""calories"":564,""distance"":2140,""steps"":7063}",1738766490
6762854051,default,daily_report,steps,1737158400,"{""calories"":102,""distance"":1681,""steps"":2780}",1738766217
6762854051,default,daily_report,steps,1737244800,"{""calories"":219,""distance"":2967,""steps"":4808}",1738766050
6762854051,default,daily_report,steps,1738713600,"{""calories"":402,""distance"":950,""steps"":5094}",1739162557
6762854051,default,daily_report,steps,1738800000,"{""calories"":469,""distance"":1516,""steps"":5038}",1739162557
6762854051,default,daily_report,steps,1738886400,"{""calories"":87,""distance"":678,""steps"":1107}",1739162557
6762854051,default,daily_report,steps,1738972800,"{""calories"":452,""distance"":1762,""steps"":5292}",1739162557
6762854051,default,daily_report,steps,1739059200,"{""calories"":151,""distance"":1474,""steps"":2409}",1739162557
6762854051,default,daily_report,steps,1739145600,"{""calories"":505,""distance"":5483,""steps"":10775}",1739324209
6762854051,default,daily_report,steps,1739232000,"{""calories"":447,""distance"":924,""steps"":4367}",1739490677
6762854051,default,daily_report,steps,1739318400,"{""calories"":234,""distance"":3080,""steps"":5084}",1739490677
6762854051,default,daily_report,steps,1739404800,"{""calories"":36,""distance"":580,""steps"":960}",1739491615
6762854051,default,daily_report,spo2,1729555200,"{""avg_spo2"":96,""lack_spo2_count"":0,""latest_spo2"":{""spo2"":96,""time"":1729610031,""dbKey"":""single_spo2"",""dbTime"":1729620831,""sid"":""850761032""},""max_spo2"":96,""min_spo2"":96}",1729621388
6762854051,default,daily_report,sleep,1729641600,"{""avg_hr"":50,""avg_spo2"":0,""day_sleep_evaluation"":2,""segment_details"":[{""avg_hr"":50,""bedtime"":1729654380,""sleep_deep_duration"":82,""duration"":357,""sleep_light_duration"":275,""max_hr"":61,""min_hr"":46,""timezone"":-12,""awake_count"":0,""sleep_awake_duration"":0,""wake_up_time"":1729675800}],""long_sleep_evaluation"":4,""max_hr"":61,""min_hr"":46,""sleep_awake_duration"":0,""sleep_deep_duration"":82,""sleep_light_duration"":275,""sleep_score"":67,""sleep_stage"":2,""total_duration"":357}",1729775273
6762854051,default,daily_report,sleep,1729728000,"{""avg_hr"":53,""avg_spo2"":0,""day_sleep_evaluation"":2,""segment_details"":[{""avg_hr"":53,""bedtime"":1729745280,""sleep_deep_duration"":69,""duration"":290,""sleep_light_duration"":221,""max_hr"":75,""min_hr"":46,""timezone"":-12,""awake_count"":0,""sleep_awake_duration"":0,""wake_up_time"":1729762680}],""long_sleep_evaluation"":4,""max_hr"":75,""min_hr"":46,""sleep_awake_duration"":0,""sleep_deep_duration"":69,""sleep_light_duration"":221,""sleep_score"":57,""sleep_stage"":2,""total_duration"":290}",1729775273
6762854051,default,daily_report,sleep,1729814400,"{""avg_hr"":49,""avg_spo2"":0,""day_sleep_evaluation"":2,""segment_details"":[{""avg_hr"":49,""bedtime"":1729828920,""sleep_deep_duration"":72,""duration"":320,""sleep_light_duration"":248,""max_hr"":57,""min_hr"":43,""timezone"":-12,""awake_count"":0,""sleep_awake_duration"":0,""wake_up_time"":1729848120}],""long_sleep_evaluation"":4,""max_hr"":57,""min_hr"":43,""sleep_awake_duration"":0,""sleep_deep_duration"":72,""sleep_light_duration"":248,""sleep_score"":63,""sleep_stage"":2,""total_duration"":320}",1730513463
6762854051,default,daily_report,sleep,1729900800,"{""avg_hr"":81,""avg_spo2"":0,""day_sleep_evaluation"":2,""segment_details"":[{""avg_hr"":81,""bedtime"":1729919100,""sleep_deep_duration"":93,""duration"":387,""sleep_light_duration"":294,""max_hr"":85,""min_hr"":68,""timezone"":-12,""awake_count"":1,""sleep_awake_duration"":9,""wake_up_time"":1729942860}],""long_sleep_evaluation"":27,""max_hr"":85,""min_hr"":68,""sleep_awake_duration"":9,""sleep_deep_duration"":93,""sleep_light_duration"":294,""sleep_score"":64,""sleep_stage"":2,""total_duration"":387}",1730513462
6762854051,default,daily_report,sleep,1729987200,"{""avg_hr"":52,""avg_spo2"":0,""day_sleep_evaluation"":2,""segment_details"":[{""avg_hr"":52,""bedtime"":1730007600,""sleep_deep_duration"":110,""duration"":462,""sleep_light_duration"":352,""max_hr"":69,""min_hr"":46,""timezone"":-12,""awake_count"":1,""sleep_awake_duration"":5,""wake_up_time"":1730035620}],""long_sleep_evaluation"":27,""max_hr"":69,""min_hr"":46,""sleep_awake_duration"":5,""sleep_deep_duration"":110,""sleep_light_duration"":352,""sleep_score"":73,""sleep_stage"":2,""total_duration"":462}",1730513462
6762854051,default,daily_report,sleep,1730073600,"{""avg_hr"":79,""avg_spo2"":0,""day_sleep_evaluation"":2,""segment_details"":[{""avg_hr"":79,""bedtime"":1730089380,""sleep_deep_duration"":68,""duration"":311,""sleep_light_duration"":243,""max_hr"":84,""min_hr"":76,""timezone"":-12,""awake_count"":0,""sleep_awake_duration"":0,""wake_up_time"":1730108040}],""long_sleep_evaluation"":4,""max_hr"":84,""min_hr"":76,""sleep_awake_duration"":0,""sleep_deep_duration"":68,""sleep_light_duration"":243,""sleep_score"":59,""sleep_stage"":2,""total_duration"":311}",1730513462
6762854051,default,daily_report,sleep,1730160000,"{""avg_hr"":71,""avg_spo2"":0,""day_sleep_evaluation"":5,""segment_details"":[{""bedtime"":1730222820,""sleep_deep_duration"":0,""duration"":44,""sleep_light_duration"":0,""timezone"":-12,""awake_count"":0,""sleep_awake_duration"":0,""wake_up_time"":1730225460},{""avg_hr"":71,""bedtime"":1730173560,""sleep_deep_duration"":82,""duration"":348,""sleep_light_duration"":266,""max_hr"":84,""min_hr"":45,""timezone"":-12,""awake_count"":1,""sleep_awake_duration"":1,""wake_up_time"":1730194500}],""long_sleep_evaluation"":27,""max_hr"":84,""min_hr"":45,""sleep_awake_duration"":1,""sleep_deep_duration"":82,""sleep_light_duration"":266,""sleep_score"":65,""sleep_stage"":1,""total_duration"":392}",1730513462
6762854051,default,daily_report,sleep,1730246400,"{""avg_hr"":51,""avg_spo2"":0,""day_sleep_evaluation"":2,""segment_details"":[{""avg_hr"":51,""bedtime"":1730264340,""sleep_deep_duration"":122,""duration"":491,""sleep_light_duration"":369,""max_hr"":60,""min_hr"":46,""timezone"":-12,""awake_count"":0,""sleep_awake_duration"":0,""wake_up_time"":1730293800}],""long_sleep_evaluation"":3,""max_hr"":60,""min_hr"":46,""sleep_awake_duration"":0,""sleep_deep_duration"":122,""sleep_light_duration"":369,""sleep_score"":70,""sleep_stage"":3,""total_duration"":491}",1730513461
6762854051,default,daily_report,sleep,1730332800,"{""avg_hr"":52,""avg_spo2"":0,""day_sleep_evaluation"":2,""segment_details"":[{""avg_hr"":52,""bedtime"":1730348640,""sleep_deep_duration"":68,""duration"":306,""sleep_light_duration"":238,""max_hr"":60,""min_hr"":45,""timezone"":-12,""awake_count"":0,""sleep_awake_duration"":0,""wake_up_time"":1730367000}],""long_sleep_evaluation"":4,""max_hr"":60,""min_hr"":45,""sleep_awake_duration"":0,""sleep_deep_duration"":68,""sleep_light_duration"":238,""sleep_score"":64,""sleep_stage"":2,""total_duration"":306}",1730513461
6762854051,default,daily_report,sleep,1730419200,"{""avg_hr"":50,""avg_spo2"":0,""day_sleep_evaluation"":5,""segment_details"":[{""bedtime"":1730484420,""sleep_deep_duration"":0,""duration"":120,""sleep_light_duration"":0,""timezone"":-12,""awake_count"":0,""sleep_awake_duration"":0,""wake_up_time"":1730491620},{""avg_hr"":50,""bedtime"":1730434920,""sleep_deep_duration"":63,""duration"":309,""sleep_light_duration"":246,""max_hr"":55,""min_hr"":45,""timezone"":-12,""awake_count"":1,""sleep_awake_duration"":4,""wake_up_time"":1730453700}],""long_sleep_evaluation"":27,""max_hr"":55,""min_hr"":45,""sleep_awake_duration"":4,""sleep_deep_duration"":63,""sleep_light_duration"":246,""sleep_score"":59,""sleep_stage"":1,""total_duration"":429}",1730513461
6762854051,default,daily_report,sleep,1730505600,"{""avg_hr"":53,""avg_spo2"":0,""day_sleep_evaluation"":2,""segment_details"":[{""bedtime"":1730577540,""sleep_deep_duration"":0,""duration"":96,""sleep_light_duration"":0,""timezone"":-12,""awake_count"":0,""sleep_awake_duration"":0,""wake_up_time"":1730583300},{""avg_hr"":53,""bedtime"":1730523420,""sleep_deep_duration"":87,""duration"":373,""sleep_light_duration"":286,""max_hr"":60,""min_hr"":46,""timezone"":-12,""awake_count"":3,""sleep_awake_duration"":32,""wake_up_time"":1730547720}],""long_sleep_evaluation"":18,""max_hr"":60,""min_hr"":46,""sleep_awake_duration"":32,""sleep_deep_duration"":87,""sleep_light_duration"":286,""sleep_score"":57,""sleep_stage"":1,""total_duration"":469}",1730807022
6762854051,default,daily_report,sleep,1730592000,"{""avg_hr"":57,""avg_spo2"":0,""day_sleep_evaluation"":2,""segment_details"":[{""bedtime"":1730662800,""sleep_deep_duration"":0,""duration"":103,""sleep_light_duration"":0,""timezone"":-12,""awake_count"":0,""sleep_awake_duration"":0,""wake_up_time"":1730668980},{""avg_hr"":57,""bedtime"":1730609880,""sleep_deep_duration"":119,""duration"":481,""sleep_light_duration"":362,""max_hr"":82,""min_hr"":44,""timezone"":-12,""awake_count"":2,""sleep_awake_duration"":15,""wake_up_time"":1730639640}],""long_sleep_evaluation"":3,""max_hr"":82,""min_hr"":44,""sleep_awake_duration"":15,""sleep_deep_duration"":119,""sleep_light_duration"":362,""sleep_score"":71,""sleep_stage"":1,""total_duration"":584}",1730807014
